"시도별","품목별","항목","단위","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"전국","총지수","소비자물가지수[2020=100]","2020=100","113.84","114.13","114.54","114.65","114.69","114.4","9.473","10.925","12.029","13.768","16.29","20.965","25.442","27.271","28.204","28.845","29.555","30.368","31.293","33.53","35.441","38.48","42.071","44.685","46.831","49.765","51.995","54.555","56.977","61.258","61.756","63.151","65.719","67.534","69.908","72.418","74.413","76.081","78.01","81.656","83.906","86.373","89.85","91.815","93.01","94.196","94.861","95.783","97.645","99.086","99.466","100","102.5","107.72","111.59",
"전국","농축수산물","소비자물가지수[2020=100]","2020=100","119.5","120.59","123.15","126.65","125.27","119","","","","","","","","","","","19.78","20.152","20.853","23.64","25.271","28.043","31.741","33.056","33.575","37.684","38.763","39.47","40.985","43.469","46.644","47.542","50.533","53.682","56.856","61.935","63.098","63.025","64.229","64.545","68.704","75.606","82.529","85.137","84.587","82.316","83.947","87.169","91.957","95.328","93.733","100","108.73","112.82","116.28",
"전국","(농산물)곡물","소비자물가지수[2020=100]","2020=100","102.39","102.4","101.69","101.68","102.34","103.35","","","","","","","","","","","31.284","33.191","34.361","36.982","38.35","42.287","44.346","45.754","48.231","50.001","51.801","59.938","62.546","66.569","71.119","74.557","75.104","72.438","74.091","77.247","74.886","70.374","71.422","76.29","76.103","71.198","80.032","85.107","90.52","87.789","85.351","78.3","75.708","92.281","101.166","100","109.15","98.86","99.34",
"전국","쌀","소비자물가지수[2020=100]","2020=100","100.55","100.35","98.78","98.35","99.18","99.88","10.934","13.28","13.947","14.775","17.195","21.763","27.862","28.581","28.393","28.568","30.037","32.391","33.574","36.788","38.682","42.299","44.54","45.776","47.981","50.231","52.62","60.902","63.603","67.701","72.41","75.06","75.272","73.228","74.735","76.217","74.191","69.832","71.446","75.168","75.353","68.818","76.467","83.846","88.444","86.885","84.913","76.155","72.025","91.531","99.209","100","109.4","97.08","98.71",
"전국","현미","소비자물가지수[2020=100]","2020=100","103.42","103.55","104.15","104.13","104","105.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","86.384","82.929","77.622","89.188","103.994","100","107.66","103.11","97.55",
"전국","찹쌀","소비자물가지수[2020=100]","2020=100","100.91","99.96","99.67","101.39","101.34","104.69","6.632","8.711","9.824","10.931","16.3","18.918","25.046","21.999","22.038","24.3","25.171","27.849","30.909","29.073","32.788","44.357","42.305","35.643","59.004","61.868","39.28","52.688","60.82","63.858","60.1","75.339","87.552","66.228","69.756","95.709","78.724","72.958","72.164","91.876","85.448","94.841","94.272","84.235","90.39","86.504","86.732","82.972","77.484","90.147","104.652","100","107","98.92","94.11",
"전국","보리쌀","소비자물가지수[2020=100]","2020=100","123.49","130.62","137.6","142.69","143.84","149.16","5.811","6.462","7.859","8.551","8.436","9.773","15.562","19.398","24.741","27.083","28.069","29.734","30.749","30.749","30.749","34.434","34.434","34.434","34.434","34.434","34.434","34.434","36.577","49.777","54.308","56.417","58.758","59.425","60.897","62.411","61.665","61.711","63.098","65.323","65.816","64.773","67.984","82.378","99.556","108.228","104.507","105.427","107.395","111.139","109.306","100","99.76","106.03","115.09",
"전국","콩","소비자물가지수[2020=100]","2020=100","104.08","104.55","105.69","105.67","105.71","105.82","2.107","2.908","3.746","4.045","4.459","6.3","9.678","9.243","10.345","10.474","10.201","10.573","11.467","12.043","13.112","12.845","13.706","18.053","21.484","24.879","31.434","32.783","29.254","29.071","36.555","44.226","43.327","40.544","43.058","64.846","67.161","61.212","55.684","62.511","62.65","66.825","96.008","89.114","92.156","80.989","76.602","70.25","90.166","104.443","114.33","100","116.67","104.3","99.29",
"전국","땅콩","소비자물가지수[2020=100]","2020=100","118.14","117.94","118.23","118.22","118.68","119.54","5.42","6.535","8.628","8.578","10.026","12.168","19.842","17.385","16.099","17.702","19.166","19.067","18.74","17.708","17.963","20.695","24.321","24.365","25.475","29.852","31.194","31.267","32.993","43.484","40.053","35.584","37.535","37.968","39.531","52.588","52.281","52.412","58.42","62.532","76.451","73.462","71.987","96.23","94.098","87.206","88.8","89.31","88.016","87.997","94.228","100","105.15","106.21","109.63",
"전국","혼식곡","소비자물가지수[2020=100]","2020=100","109.85","109.25","109.92","109.92","110.99","111.28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.873","107.287","102.959","119.725","109.222","97.706","90.929","86.955","93.364","100.858","100","105.74","104.41","106.76",
"전국","(농산물)채소","소비자물가지수[2020=100]","2020=100","99.93","106.18","123.52","146.5","148.24","127.28","","","","","","","","","","","11.995","12.525","13.211","17.347","18.511","20.02","22.215","23.471","25.344","33.333","30.586","32.128","33.137","37.206","40.726","44.043","44.63","47.966","59.768","56.794","55.276","61.812","61.563","58.233","61.876","83.655","81.313","84.575","85.254","70.968","77.944","91.143","90.256","94.907","86.829","100","104.25","110.27","115.58",
"전국","배추","소비자물가지수[2020=100]","2020=100","83.24","105.95","145.75","210","208.57","97.83","6.249","6.176","7.193","8.522","6.376","13.773","22.001","14.188","14.4","14.57","11.932","14.008","10.339","16.758","18.355","15.974","16.952","21.107","22.489","27.54","27.993","28.94","29.014","32.343","36.721","53.721","43.667","46.312","63.327","48.103","49.997","63.733","57.608","44.818","50.942","92.114","75.25","74.735","89.365","50.129","56.674","96.128","78.512","79.994","70.588","100","81.85","111.1","95.11",
"전국","상추","소비자물가지수[2020=100]","2020=100","83.81","131.79","186.39","201.37","218.29","139.3","","","","","","","","","","","9.061","8.095","10.468","10.35","14.603","16.024","16.673","16.5","22.876","26.751","22.79","25.484","26.564","31.58","34.817","35.662","39.883","43.654","50.377","47.393","53.785","55.945","62.892","48.497","56.945","78.181","64.368","77.424","74.237","63.422","72.802","85.313","87.048","96.018","91.919","100","114.68","114.55","125.45",
"전국","시금치","소비자물가지수[2020=100]","2020=100","88.09","142.79","231.98","330.8","185.64","117.48","2.405","2.634","4.808","4.995","5.019","9.432","8.808","8.703","10.656","10.296","10.211","12.786","12.516","17.024","18.148","18.462","21.62","20.387","23.683","31.412","26.185","33.37","36.844","38.009","36.134","32.88","33.817","39.322","43.757","43.389","46.479","50.368","52.114","47.745","49.79","82.051","66.066","76.917","78.671","59.429","71.699","92.084","85.206","101.21","89.671","100","116.29","133.81","130.1",
"전국","양배추","소비자물가지수[2020=100]","2020=100","106.69","87.47","92.85","98.9","107.99","110.91","3.171","3.597","4.942","5.958","4.139","9.251","11.742","10.098","8.746","16.975","8.648","9.334","13.943","14.429","14.959","24.193","18.028","15.214","18.699","37.463","24.933","22.057","22.968","28.46","35.007","40.056","27.145","26.541","45.79","51.597","38.687","40.525","41.705","43.169","41.173","67.566","60.555","66.226","65.756","37.204","48.625","64.897","77.076","79.115","64.585","100","77.03","88.9","94.38",
"전국","미나리","소비자물가지수[2020=100]","2020=100","92.25","103.36","138.48","196.22","160.78","154.05","","","","","","","","","","","","","","","","","","","","","22.462","21.579","23.009","21.815","26.051","27.468","29.521","32.73","35.667","40.169","39.457","43.81","44.29","46.306","51.471","67.091","65.213","72.998","67.402","68.626","74.686","85.58","86.722","97.036","93.152","100","112.41","130.65","136.95",
"전국","깻잎","소비자물가지수[2020=100]","2020=100","97.87","99.38","134.46","163.27","163.17","128.48","","","","","","","","","","","","","","","","","","","","","30.179","31.215","34.427","30.785","32.176","32.015","36.152","39.836","41.96","42.936","46.759","55.039","56.796","55.92","58.324","66.262","68.918","74.098","71.751","74.694","74.886","83.293","81.938","92.681","86.715","100","104.5","115.98","122.22",
"전국","부추","소비자물가지수[2020=100]","2020=100","77.07","85.94","119.42","138.12","117.96","143.81","","","","","","","","","","","","","","","","","","","","","32.59","33.825","34.534","42.242","47.288","46.948","42.624","42.805","65.122","58.796","52.81","60.066","55.74","57.293","60.942","84.528","84.683","82.102","70.07","65.742","75.669","86.374","77.575","82.418","81.31","100","102.31","118.46","134.41",
"전국","무","소비자물가지수[2020=100]","2020=100","102.37","118.14","143.9","177.86","169.61","138.64","4.362","4.341","5.696","6.309","5.321","12.055","17.694","13.571","13.529","13.196","11.782","12.259","12.173","22.515","24.464","14.741","16.08","26.065","28.181","28.746","32.13","37.743","31.916","38.538","44.405","56.204","48.56","55.168","69.814","65.482","58.779","62.223","62.218","51.78","50.286","99.703","81.8","70.701","67.939","50.341","59.047","87.65","91.905","107.307","80.396","100","78.5","108.76","97.11",
"전국","열무","소비자물가지수[2020=100]","2020=100","77.72","119.18","170.18","200.94","159.83","137.36","","","","","","","","","","","","","","","","41.081","34.493","34.388","33.767","41.876","43.364","40.408","43.299","55.711","63.964","59.767","49.004","49.168","61.121","67.366","65.807","69.596","74.499","68.006","70.715","112.347","108.537","83.089","74.06","63.359","66.994","84.173","76.396","78.982","86.747","100","102.1","128.08","115.45",
"전국","당근","소비자물가지수[2020=100]","2020=100","135.06","141.42","149.02","185.92","169.22","160.31","4.303","4.155","6.928","9.852","8.491","10.488","13.014","11.3","12.742","17.361","15.553","14.55","15.134","16.952","16.511","24.113","30.004","30.317","24.799","39.159","32.909","37.604","37.357","39.231","35.136","37.245","42.248","40.153","49.253","49.268","49.948","58.281","49.894","54.293","58.252","65.849","82.358","69.153","104.752","69.477","60.115","73.724","89.621","88.134","81.632","100","75.85","88.29","113.92",
"전국","감자","소비자물가지수[2020=100]","2020=100","118.53","96.86","96.13","93.75","97.75","97.23","3.118","3.645","4.822","8.292","10.755","10.578","11.853","10.389","11.482","14.625","15.428","13.411","16.195","23.241","22.158","31.751","42.92","34.817","31.416","45.434","43.603","39.66","34.137","44.003","51.107","41.67","46.386","45.382","64.537","77.253","53.94","54.699","63.349","71.001","67.355","83.461","90.869","92.553","74.268","72.968","86.1","83.581","105.264","127.743","96.922","100","105.17","126.69","129.61",
"전국","고구마","소비자물가지수[2020=100]","2020=100","106.02","102.56","101.27","99.28","94.33","92.22","1.376","1.329","1.782","2.278","2.713","3.987","6.451","5.931","7.19","6.35","7.74","7.54","7.91","10.389","10.821","12.007","17.101","19.382","20.399","25.521","25.791","26.056","27.327","29.635","34.622","32.983","43.945","44.014","48.699","54.578","44.148","51.013","55.3","52.676","54.718","60.164","76.964","85.684","69.192","67.193","74.252","71.284","76.03","94.959","86.431","100","108.4","84.86","91.76",
"전국","도라지","소비자물가지수[2020=100]","2020=100","124.87","124.34","124.55","125.99","125.76","125.66","3.142","3.149","3.62","4.89","6.926","10.618","10.415","10.379","10.844","11.216","10.69","11.979","18.424","27.945","27.274","28.534","29.83","29.401","30.609","36.445","39.276","41.78","45.58","45.344","43.07","41.973","44.446","52.288","58.384","60.836","61.919","61.914","62.321","63.364","67.248","75.571","86.006","88.896","92.766","93.705","90.094","89.62","90.56","92.44","96.938","100","105.87","115.89","121.03",
"전국","콩나물","소비자물가지수[2020=100]","2020=100","110.05","110.07","110.26","109.97","110.16","110.19","4.266","5.914","7.297","8.299","11.131","16.952","20.401","19.804","22.261","23.685","22.934","22.107","23.617","24.832","25.9","31.411","34.445","34.919","37.318","40.623","41.19","42.278","43.596","53.429","54.345","52.749","52.587","54.424","57.681","62.67","64.083","65.483","66.225","73.326","73.865","74.822","81.68","83.937","89.092","90.195","90.49","90.95","98.312","99.539","99.955","100","103.98","109.51","112.56",
"전국","버섯","소비자물가지수[2020=100]","2020=100","99.75","100.75","103.05","116.81","114.65","111.71","","","","","","","","","","","15.128","16.167","18.342","21.826","25.894","28.025","33.502","35.651","44.039","48.966","52.836","56.847","61.545","62.091","69.567","76.882","82.807","88.725","93.599","96.002","97.725","99.907","97.025","101.787","104.93","103.677","107.228","110.83","111.224","115.892","113.868","110.377","107.949","106.083","104.523","100","109.27","116.13","111.71",
"전국","오이","소비자물가지수[2020=100]","2020=100","81.79","119.12","146.29","162.24","168.12","168.62","2.777","2.738","3.213","4.723","5.149","5.47","7.592","8.617","8.412","6.892","7.889","9.215","12.902","13.301","14.922","19.355","18.988","19.914","19.5","26.688","26.185","26.102","30.213","35.514","35.892","36.447","40.469","43.977","46.869","44.436","50.678","54.825","58.753","53.596","61.291","76.948","73.209","82.199","83.792","77.9","83.853","89.796","87.824","94.045","97.224","100","113.09","124.36","141.38",
"전국","풋고추","소비자물가지수[2020=100]","2020=100","100.58","118.12","132.89","152.91","146.4","147.2","","","","","","","","","","","14.211","10.723","15.869","13.764","18.682","23.914","23.565","23.214","23.612","31.224","26.673","26.74","29.632","31.423","35.318","36.382","42.564","51.734","51.825","52.134","54.37","67.519","64.28","64.302","68.426","80.789","73.7","87.383","80.543","85.526","82.138","88.556","87.911","87.69","86.326","100","99.47","109.07","125.31",
"전국","호박","소비자물가지수[2020=100]","2020=100","71.41","84.96","126.22","149.44","147.52","145.81","3.221","4.217","4.433","6.707","8.205","9.839","12.462","10.882","12.317","12.666","14.816","15.614","16.982","17.866","21.082","28.415","28.526","28.689","30.649","35.486","36.091","34.674","40.936","43.544","55.377","57.296","61.956","64.582","71.758","66.143","69.275","69.951","77.675","67.047","72.173","91.659","86.992","86.084","80.424","77.266","77.629","85.703","81.69","93.796","79.903","100","103.76","109.09","115.76",
"전국","가지","소비자물가지수[2020=100]","2020=100","93.68","93.73","104.5","96.96","115.42","113.05","1.817","2.393","2.476","3.02","3.71","4.401","6.133","6.886","7.02","9.304","9.374","9.59","13.048","14.977","16.839","23.659","21.691","23.421","27.428","27.054","29.16","31.568","31.503","34.073","37.98","47.435","48.977","51.625","59.891","60.211","59.058","62.497","67.413","65.499","65.229","83.492","93.897","92.944","86.166","80.234","81.571","86.886","90.233","95.224","90.314","100","103.97","113.62","115.81",
"전국","토마토","소비자물가지수[2020=100]","2020=100","95.78","87.01","102.27","138.56","197.25","171.57","3.522","3.779","3.889","5.426","7.932","9.062","8.609","7.798","8.217","9.884","11.272","13.679","14.021","15.202","14.689","22.679","29.706","28.657","24.992","28.699","33.131","37.68","38.469","43.639","39.532","35.155","43.749","50.523","59.646","59.921","57.473","60.035","60.715","57.004","58.503","83.279","83.474","88.992","83.065","75.01","71.371","80.391","84.12","85.254","84.459","100","94.43","103.71","115.73",
"전국","파","소비자물가지수[2020=100]","2020=100","98.35","102.62","110.29","125.17","124.17","124.28","2.471","3.406","3.448","6.672","5.412","9.622","11.877","8.089","9.101","18.306","11.768","11.748","15.493","19.465","17.034","22.722","25.964","18.076","25.847","61.545","29.764","29.573","32.959","36.931","43.105","42.247","39.544","42.455","72.103","55.177","54.246","72.335","60.474","60.745","63.566","106.688","85.297","92.95","89.548","61.666","86.664","104.218","98.442","99.37","82.514","100","138.38","104.41","123.33",
"전국","양파","소비자물가지수[2020=100]","2020=100","101.46","93.83","94.28","96.97","98.44","97.76","6.079","7.141","5.421","11.372","11.324","14.732","23.63","20.018","12.255","26.015","24.533","19.11","16.793","18.005","19.383","30.171","40.579","20.209","23.275","51.553","30.607","37.689","41.112","41.313","43.584","45.107","40.487","39.07","71.957","58.752","55.173","65.321","59.592","62.502","72.765","74.951","71.141","76.058","110.109","64.962","87.01","93.144","100.359","80.856","68.748","100","103.56","94.42","109.06",
"전국","마늘","소비자물가지수[2020=100]","2020=100","125.06","122.91","124.93","124.83","126.63","126.15","5.584","12.221","15.721","17.69","11.265","9.817","28.107","37.316","30.653","26.342","31.948","23.07","15.982","24.629","31.241","33.739","27.593","23.505","27.589","43.202","44.695","35.35","42.469","58.215","53.153","43.258","42.4","49.718","51.211","60.793","57.63","58.303","65.743","62.116","60.526","92.053","110.371","101.556","94.223","81.346","100.26","132.496","124.046","119.034","102.269","100","129.47","143.11","133.53",
"전국","브로콜리","소비자물가지수[2020=100]","2020=100","90.47","100.53","126.85","166.26","189.9","150.06","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","66.039","63.007","65.004","55.592","60.601","77.328","72.856","93.604","82.475","76.657","69.525","89.276","80.823","90.422","91.909","100","97.88","103.04","110.53",
"전국","고사리","소비자물가지수[2020=100]","2020=100","123.51","123.1","123.49","124.62","125.76","124.49","","","","","","","","","","","24.185","24.45","28.732","36.886","43.386","38.914","33.622","33.246","37.019","40.053","42.995","44.876","45.163","49.42","55.356","55.293","57.459","58.315","61.476","65.807","68.436","68.231","69.201","70.832","77.1","82.781","88.176","92.72","94.554","98.747","98.572","96.223","96.336","97.571","97.716","100","109.62","120.46","121.96",
"전국","파프리카","소비자물가지수[2020=100]","2020=100","89.14","76.93","98.16","160.98","156.71","136.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.131","91.749","86.957","99.844","87.329","100","99.61","106.72","115.17",
"전국","생강","소비자물가지수[2020=100]","2020=100","119.15","119.78","118.38","117.41","101.38","84.74","3.157","3.173","3.704","5.132","3.969","3.56","13.9","25.011","17.263","6.917","11.703","10.965","11.676","11.768","13.884","17.406","21.597","21.467","30.44","40.307","32.467","28.301","51.42","38.281","21.454","28.692","62.327","37.19","29.254","42.36","48.053","34.083","37.374","33.482","58.112","62.256","50.78","58.339","65.621","66.622","79.22","60.343","46.296","76.855","124.213","100","78.26","68.57","123.53",
"전국","(농산물)과실","소비자물가지수[2020=100]","2020=100","158.97","155.76","154.61","143.95","131.98","122.53","","","","","","","","","","","18.935","18.223","21.836","24.243","26.185","28.168","38.36","40.232","36.187","43.877","49.379","42.491","48.482","48.873","54.653","46.716","53.047","60.95","58.131","72.236","77.861","71.963","80.359","69.549","72.995","82.059","93.808","103.096","99.018","91.509","87.045","85.621","98.134","100.758","96.384","100","111.25","118.17","129.54",
"전국","사과","소비자물가지수[2020=100]","2020=100","193.84","194.34","182.81","157.93","132.95","132.84","","","","","","17.104","17.892","18.228","15.256","14.364","19.299","16.519","21.178","19.17","20.362","17.97","25.249","27.698","22.073","28.709","31.504","23.181","28.483","32.507","47.632","39.08","46.176","63.166","50.948","73.744","92.689","75.85","83.335","72.513","71.486","80.268","96.462","106.736","108.432","96.971","96.563","83.596","89.034","94.143","92.835","100","118.45","102.36","127.11",
"전국","배","소비자물가지수[2020=100]","2020=100","238.18","269.55","243.22","151.89","130.93","133.63","3.35","3.926","5.038","5.939","8.223","10.359","12.701","15.339","13.022","13.524","17.598","20.121","22.994","27.175","23.401","25.711","41.255","43.716","42.214","49.832","49.383","48.359","57.207","50.836","64.714","53.639","55.646","62.15","63.254","81.719","72.682","63.268","76.068","58.234","58.107","74.506","89.629","100.161","117.522","87.401","81.382","87.084","80.921","79.64","101.995","100","134.34","115.43","105.99",
"전국","복숭아","소비자물가지수[2020=100]","2020=100","191.04","144.33","123.44","154.97","141.23","132.3","2.409","3.147","4.2","5.695","6.944","9.592","13.053","13.46","11.372","11.197","11.316","11.369","12.924","15.24","16.325","19.905","25.578","29.239","29.028","35.716","42.828","44.853","52.062","56.048","55.52","55.813","59.938","66.39","70.241","80.375","87.858","90.238","95.181","89.96","83.801","95.166","121.067","119.856","124.335","116.626","98.89","99.801","101.136","100.395","99.781","100","123.45","132.64","148.22",
"전국","포도","소비자물가지수[2020=100]","2020=100","156.58","166.21","161.18","144.35","136.14","128.69","6.731","6.526","9.138","13.204","13.694","18.837","24.559","28.502","27.251","21.918","22.116","23.791","22.577","26.417","32.453","41.1","51.612","65.9","73.003","77.393","87.759","66.653","69.324","76.859","67.502","66.12","56.22","67.74","75.396","91.033","99.055","85.522","90.361","92.895","86.579","96.495","105.492","111.468","111.848","91.085","79.165","78.584","90.048","95.093","92.485","100","112.69","132.07","132.28",
"전국","밤","소비자물가지수[2020=100]","2020=100","117.84","118.3","119.15","117.08","113.14","116.54","8.456","9.161","8.932","16.677","11.781","20.454","18.115","18.168","19.674","15.598","17.727","17.787","23.16","29.843","20.525","29.636","28.867","28.81","36.461","67.297","42.723","44.871","53.277","42.225","52.247","66.884","64.002","76.476","91.926","106.518","67.642","62.602","66.374","60.703","64.671","63.177","73.168","101.687","106.39","79.336","80.374","95.06","97.254","87.167","84.822","100","108.76","99.24","108.35",
"전국","감","소비자물가지수[2020=100]","2020=100","166.96","167.56","168.06","167.96","146.22","111.1","11.354","13.135","14.902","16.941","20.036","24.225","28.191","29.263","34.146","39.1","35.761","39.517","46.865","54.552","56.521","62.741","81.073","84.03","66.324","94.208","83.481","68.21","80.141","68.557","65.176","47.888","56.578","60.835","57.92","69.538","85.92","65.732","86.664","68.832","76.233","75.941","88.421","99.013","86.669","85.905","73.434","71.879","84.497","96.648","95.649","100","119.44","123.53","112.39",
"전국","귤","소비자물가지수[2020=100]","2020=100","230.46","227.96","226.05","211.07","203.35","162.05","23.423","20.687","22.632","21.095","28.207","27.55","21.911","22.696","21.732","19.149","27.008","24.475","34.279","33.004","35.511","28.947","55.897","51.036","43.203","48.173","76.552","54.079","77.694","58.302","73.853","40.059","57.137","60.963","45.994","61.594","77.164","60.969","78.9","48.917","67.485","65.108","76.971","98.345","78.079","81.597","72.294","77.997","138.988","116.258","106.146","100","104.02","121.53","144.75",
"전국","오렌지","소비자물가지수[2020=100]","2020=100","129.11","127.7","126.67","118.24","107.71","100.89","","","","","","","","","","","","","","","","","","","","","146.608","127.627","103.867","101.972","122.359","75.871","84.609","98.235","88.163","89.016","86.298","86.794","93.935","90.455","116.062","110.988","105.114","102.102","90.873","106.562","105.858","98.154","108.372","103.655","87.377","100","100.08","123.32","127.5",
"전국","참외","소비자물가지수[2020=100]","2020=100","113.57","86.14","106.06","101.16","92.5","89.58","6.377","7.344","9.886","13.147","15.737","18.749","24.561","22.781","19.285","20.748","21.209","20.557","23.103","29.994","38.475","44.574","52.933","51.556","55.919","59.171","52.245","62.14","62.893","66.319","63.59","63.512","72.682","81.343","92.593","95.266","90.025","98.413","106.47","105.262","106.304","127.727","141.31","133.602","107.442","95.96","99.82","92.33","93.335","104.852","95.711","100","112.19","118.18","130.53",
"전국","수박","소비자물가지수[2020=100]","2020=100","135.68","128.29","168.44","157.54","143.52","134.38","4.56","5.339","5.769","8.39","11.741","13.084","16.731","18.123","17.979","20.068","20.527","20.962","24.623","32.282","38.065","42.93","51.237","51.441","45.551","61.03","58.022","47.668","50.309","52.514","47.925","46.661","54.875","54.592","59.145","77.39","72.507","81.552","81.274","73.728","67.812","91.449","114.335","119.505","121.156","98.673","87.358","92.302","105.449","118.786","108.397","100","121.29","133.64","145.52",
"전국","딸기","소비자물가지수[2020=100]","2020=100","102.32","101.48","100.72","94.02","85.62","80.31","4.549","6.164","6.948","8.331","9.364","11.299","15.725","15.781","13.593","17.231","16.624","15.524","20.356","24.297","28.897","34.889","39.307","51.816","49.81","47.681","50.593","53.144","54.313","55.349","61.192","53.098","61.563","71.528","71.042","73.913","77.907","85.173","95.945","86.432","88.705","105.132","106.297","121.081","95.092","99.106","108.354","99.232","98.311","109.79","88.521","100","100.21","114.57","127.32",
"전국","바나나","소비자물가지수[2020=100]","2020=100","108.02","103.72","107.48","126.43","119.39","113.75","","","","","","","","","","","","","","","","152.874","69.758","49.619","47.748","46.688","46.974","52.457","54.285","78.925","60.955","51.013","51.213","60.31","58.146","56.544","56.768","57.142","56.045","61.343","76.374","69.393","67.734","68.304","84.763","86.443","89.1","100.259","96.931","94.971","96.253","100","101.41","113.59","121.33",
"전국","키위","소비자물가지수[2020=100]","2020=100","127.14","130.17","129.49","125.04","124.06","121.76","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.714","88.977","87.97","84.73","91.653","95.352","99.15","105.157","100.054","108.007","102.59","92.625","95.31","94.576","96.464","100","106.64","118.33","125.31",
"전국","블루베리","소비자물가지수[2020=100]","2020=100","136.36","134.62","128.97","131.25","133.76","135.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.686","99.158","99.513","99.162","93.44","100","108.09","128.42","137.93",
"전국","망고","소비자물가지수[2020=100]","2020=100","87.72","97.68","112.12","128.38","124.5","119.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","108.99","119.63","119.85",
"전국","체리","소비자물가지수[2020=100]","2020=100","100.94","95.52","100.14","93.81","85.47","80.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","95.39","113.07","100.88",
"전국","아보카도","소비자물가지수[2020=100]","2020=100","102.82","98.59","92.79","102.58","108.95","104.98","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","87.6","101.57","96.01",
"전국","파인애플","소비자물가지수[2020=100]","2020=100","127.81","124.92","122.19","138.69","144.96","129.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","109.25","121.97","136",
"전국","아몬드","소비자물가지수[2020=100]","2020=100","95.89","96.95","97.01","97.65","96.1","96.07","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","114.258","111.911","105.959","105.137","102.256","100","98.39","99.05","99.67",
"전국","(농산물)기타농산물","소비자물가지수[2020=100]","2020=100","116.62","115.75","116.3","119.22","120.14","120.27","","","","","","","","","","","20.201","16.626","14.145","17.035","14.973","18.72","22.767","24.267","24.358","27.57","32.26","31.298","31.303","34.504","36.217","34.822","37.175","37.567","41.318","47.266","46.137","46.599","48.544","47.472","50.878","57.457","76.795","98.614","84.833","78.018","80.853","80.016","83.467","101.602","100.937","100","112.99","109.88","116.24",
"전국","고춧가루","소비자물가지수[2020=100]","2020=100","115.47","115.58","116.08","115.58","115.14","113.59","7.435","7.83","7.344","13.662","20.32","17.193","13.401","13.647","13.386","13.8","17.35","15.63","13.362","15.75","11.188","14.482","20.163","26.891","26.74","25.466","31.32","31.119","24.936","28.509","34.305","32.826","35.621","34.344","36.568","43.316","41.695","42.383","45.305","44.138","47.897","50.492","76.056","105.196","83.462","71.224","75.272","72.291","77.92","103.606","101.664","100","119.07","106.7","113.72",
"전국","참깨","소비자물가지수[2020=100]","2020=100","123.46","123.44","125.34","131.26","132.61","133.08","4.202","3.926","4.524","7.709","8.606","17.031","22.594","20.351","20.78","19.207","22.389","25.457","31.512","28.918","25.467","34.378","34.541","34.346","36.256","43.767","42.517","42.981","46.382","49.546","50.91","52.451","51.358","50.585","56.599","69.961","65.808","67.3","67.701","73.974","84.432","84.443","87.624","89.967","91.086","90.912","92.5","92.232","92.738","96.353","99.331","100","101.39","111.02","121.99",
"전국","인삼","소비자물가지수[2020=100]","2020=100","96.42","97.78","98.14","97.57","96.56","95.96","16.012","17.478","17.83","27.282","25.767","36.921","41.691","30.498","33.789","31.077","31.041","27.807","28.133","28.685","27.197","30.761","44.114","36.035","33.549","41.909","53.459","55.067","61.102","49.018","52.43","58.457","57.025","63.518","78.355","79.11","80.597","81.215","71.611","67.474","67.575","67.307","84.128","96.742","98.045","105.107","103.45","101.181","100.353","103.943","102.831","100","96.06","94.8","91.88",
"전국","화초","소비자물가지수[2020=100]","2020=100","124.58","119.01","118.46","129.7","134.97","139.69","3.216","3.099","4.538","6.618","6.812","9.19","9.668","8.998","12.306","12.272","13.766","12.676","15.787","16.663","18.39","21.208","22.719","23.79","24.05","27.399","25.544","30.444","34.427","33.067","34.146","35.588","40.59","43.362","45.295","46.484","48.754","52.727","55.286","55.668","58.654","66.176","66.959","71.872","72.673","77.807","78.117","85.829","86.379","97.33","98.361","100","108.52","125.94","131.37",
