"시도별","품목별","항목","단위","2024.06 월","2024.07 월","2024.08 월","2024.09 월","2024.10 월","2024.11 월","1975 년","1976 년","1977 년","1978 년","1979 년","1980 년","1981 년","1982 년","1983 년","1984 년","1985 년","1986 년","1987 년","1988 년","1989 년","1990 년","1991 년","1992 년","1993 년","1994 년","1995 년","1996 년","1997 년","1998 년","1999 년","2000 년","2001 년","2002 년","2003 년","2004 년","2005 년","2006 년","2007 년","2008 년","2009 년","2010 년","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년","2023 년",
"전국","어묵","소비자물가지수[2020=100]","2020=100","125.31","124.22","125.97","124.37","123.46","123.89","","","","","","","","","","","32.815","32.785","33.447","33.354","35.22","37.694","40.201","48.541","50.9","51.091","50.917","50.734","50.904","53.373","52.508","51.405","51.041","51.26","52.184","52.274","52.275","52.815","52.71","63.587","70.931","70.491","71.342","78.586","83.264","84.037","84.482","83.514","81.986","88.982","97.103","100","102.15","111.21","130.41",
"전국","맛살","소비자물가지수[2020=100]","2020=100","135.04","135.1","134.98","128.02","134.86","135.26","","","","","","","","","","","","","","","","54.671","60.942","68.938","69.036","69.1","69.221","69.111","68.811","76.237","75.873","71.776","68.414","67.385","69.431","71.172","71.609","72.803","72.91","83.496","91.057","90.6","91.582","93.778","94.672","94.639","93.738","95.276","95.372","95.565","99.158","100","100.93","112.47","133.5",
"전국","수산물통조림","소비자물가지수[2020=100]","2020=100","120.51","120.82","120.26","121.18","121.45","122.04","2.783","3.245","3.889","5.374","6.429","7.865","11.518","14.1","14.134","16.77","21.707","23.642","23.247","24.074","25.851","26.522","28.133","28.417","29.077","30.476","32.215","32.747","33.356","42.85","42.388","41.086","41.607","44.353","44.678","48.064","51.584","53.828","56.325","64.579","74.74","75.613","78.84","85.586","90.615","91.317","90.715","89.828","92.62","96.663","97.178","100","102.16","106.81","116.03",
"전국","젓갈","소비자물가지수[2020=100]","2020=100","106.3","105.73","106.5","106.4","106.5","104.82","2.377","2.746","4.381","5.033","5.838","8.842","10.393","10.632","11.249","12.81","15.177","16.325","16.991","17.264","19.403","23.293","25.451","29.33","31.126","34.418","37.115","41.378","42.441","47.796","49.001","48.375","50.902","52.089","53.166","54.229","55.287","55.711","56.098","57.457","60.525","62.711","67.28","70.977","70.753","72.825","74.855","84.397","87.864","91.764","96.763","100","101.26","103.07","105.61",
"전국","우유","소비자물가지수[2020=100]","2020=100","123.49","123.87","124.01","123.58","123.7","123.77","","","","","","","","","","","19.277","20.02","20.488","20.492","23.727","24.824","26.893","29.396","33.54","34.097","33.907","37.084","38.257","43.711","42.329","42.014","42.049","41.881","42.5","47.929","55.447","57.438","57.447","65.469","77.981","77.041","78.357","84.991","88.186","94.75","94.767","94.335","93.659","95.141","99.536","100","101.44","107.47","118.13",
"전국","분유","소비자물가지수[2020=100]","2020=100","106.09","104.53","107.42","109.08","109.67","109.52","21.819","22.816","23.907","26.871","31.633","40.238","46.287","48.677","48.276","48.176","48.241","49.663","52.903","53.357","58.497","61.814","63.791","64.93","70.561","70.85","70.803","70.436","70.277","80.422","78.268","86.862","87.246","86.435","86.261","86.906","87.839","88.93","89.142","88.71","92.29","93.755","93.731","101.302","101.65","108.888","113.086","106.202","102.382","97.99","97.751","100","100.9","102.27","109.21",
"전국","치즈","소비자물가지수[2020=100]","2020=100","138.56","138.27","137.5","137.58","140.43","140.08","","","","","","","","","","","","","","","","40.842","43.729","47.461","47.733","47.862","46.611","46.051","46.463","59.238","59.953","59.087","59.786","60.347","60.499","64.774","71.024","71.183","73.758","90.003","100.721","100.827","101.239","101.038","98.997","98.335","99.107","98.788","99.859","100.186","99.658","100","99.55","113.67","135.81",
"전국","발효유","소비자물가지수[2020=100]","2020=100","123.11","124.61","124.19","122.89","123.86","123.14","21.309","21.76","23.175","25.657","25.498","31.172","36.919","38.105","38.105","38.105","38.416","40.811","40.391","40.067","39.923","41.948","45.259","48.587","51.745","51.759","53.683","54.586","55.065","60.186","60.414","59.968","59.87","59.88","59.953","65.112","68.794","68.794","71.661","77.795","80.971","80.971","81.673","86.281","88.481","91.995","93.158","94.806","94.118","97.007","98.1","100","100.87","105.45","118.58",
"전국","참기름","소비자물가지수[2020=100]","2020=100","141.87","142.34","144.58","149.17","150.68","152.14","7.033","7.437","8.245","12.739","14.798","25.022","32.783","33.85","35.139","33.803","37.489","43.097","49.833","48.428","43.647","53.303","53.401","54.642","56.254","59.841","56.41","55.578","55.432","56.113","54.76","51.464","51.186","50.293","50.332","68.417","65.947","59.528","61.089","71.35","80.736","79.709","80.765","80.634","82.716","85.19","84.787","86.47","84.35","87.073","91.153","100","104.22","116.86","136.91",
"전국","식용유","소비자물가지수[2020=100]","2020=100","182.93","170.74","173.1","171.78","183.27","186.12","20.981","24.995","25.216","24.516","26.648","33.794","41.605","40.986","38.385","41.346","42.349","41.958","38.993","38.811","37.336","34.793","40.251","41.954","42.159","44.153","46.46","50.517","55.015","80.548","66.148","52.863","52.414","53.167","58.012","71.588","72.924","74.74","80.949","90.324","104.413","103.363","107.937","109.042","111.872","114.238","112.559","111.302","107.725","103.784","101.754","100","109.68","149","163.4",
"전국","과일가공품","소비자물가지수[2020=100]","2020=100","136.42","136.77","134.67","138.11","133.68","136.28","9.289","9.505","10.795","13.746","17.691","22.562","28.439","29.564","29.306","29.601","29.885","29.749","29.437","29.361","32.045","34.308","40.256","41.817","46.142","48.248","50.726","54.096","55.529","66.603","68.116","65.181","64.208","63.741","62.464","65.132","69.484","69.663","69.675","68.835","69.431","67.735","75.101","91.764","92.606","93.113","92.085","95.328","96.206","96.175","98.092","100","103.09","120.4","131.69",
"전국","단무지","소비자물가지수[2020=100]","2020=100","111.26","111.22","111.89","106.27","110.64","112.94","4.861","6.789","8.023","9.087","13.28","15.052","22.611","27.525","20.361","26.241","30.255","28.063","29.245","35.401","34.839","34.163","38.335","41.994","44.313","47.728","48.897","52.324","53.126","54.593","58.379","67.565","67.751","67.491","68.618","73.257","74.214","74.882","75.445","82.545","83.757","85.635","93.101","95.121","98.202","102.638","100.817","94.561","93.296","96.541","99.891","100","100.24","105.27","111.68",
"전국","맛김","소비자물가지수[2020=100]","2020=100","118.01","124.56","126.2","127.38","130.39","130.66","","","","","","","","","","","","","","","","44.789","47.259","46.747","45.266","45.878","46.53","46.727","47.29","49.21","49.244","47.376","47.466","47.695","48.279","49.618","51.126","53.103","60.725","65.428","71.077","73.393","79.613","85.729","87.347","88.39","90.187","92.836","100.452","103.195","101.726","100","99.56","104.29","107.24",
"전국","초콜릿","소비자물가지수[2020=100]","2020=100","133.62","139.26","139.49","139.83","140.2","139.88","8.974","9.569","9.569","9.569","10.569","20.272","22.82","22.797","22.766","22.766","23.984","25.436","25.946","26.031","29.009","29.021","29.006","29.038","29.198","29.231","29.993","30.106","34.775","48.148","53.794","53.647","52.904","53.034","52.824","52.163","51.827","51.43","54.255","66.974","75.901","78.028","78.23","78.405","78.841","92.026","96.244","96.382","95.648","96.102","98.616","100","99.6","105.62","122.26",
"전국","사탕","소비자물가지수[2020=100]","2020=100","115.34","114.82","115.6","114.1","116.6","116.41","17.484","17.575","17.826","19.118","19.582","20.124","22.111","24.629","24.015","24.12","24.656","24.619","24.477","24.477","24.392","24.239","24.327","27.826","29.632","30.182","30.142","32.886","36.173","51.588","53.416","52.929","52.523","52.519","53.595","57.092","59.307","60.488","61.935","68.884","76.677","76.3","85.755","92.87","100.535","103.635","101.58","100.025","99.007","98.896","98.595","100","98.07","101.26","112.45",
"전국","껌","소비자물가지수[2020=100]","2020=100","115.11","115.87","116.04","115.34","115.65","116.51","7.961","9.539","9.471","9.3","9.3","11.552","16.532","17.17","17.17","17.17","17.17","19.433","19.555","19.558","22.749","22.761","22.9","22.985","23.022","30.114","34.069","40.76","49.161","79.091","83.19","81.866","80.474","79.56","79.532","79.315","79.389","79.627","83.285","93.341","101.623","104.97","105.451","107.803","107.761","106.577","106.142","105.089","103.174","101.438","99.399","100","99.34","105.4","111.28",
"전국","아이스크림","소비자물가지수[2020=100]","2020=100","122.38","122.99","123.21","122.65","122.41","122.71","","","","","","","","","","","21.979","21.961","21.961","22.58","25.025","25.059","25.378","25.686","30.521","35.264","38.309","41.86","47.315","64.309","65.724","64.64","63.439","62.227","60.665","59.647","61.473","62.293","61.073","69.864","77.055","77.469","84.661","88.062","89.42","96.282","100.124","99.96","97.181","96.387","98.266","100","98.68","105.74","117.13",
"전국","비스킷","소비자물가지수[2020=100]","2020=100","124.52","124.93","124.79","124.62","124.56","125.71","6.195","6.593","6.712","6.689","7.406","7.939","11.844","12.911","12.896","12.895","12.889","12.886","12.766","12.99","13.134","13.254","13.379","15.022","15.273","16.207","19.047","19.307","28.991","39.773","37.083","36.967","36.385","36.454","38.89","40.425","42.022","44.133","47.848","63.372","72.042","72.088","80.451","82.458","87.849","99.275","100.077","100.565","103.519","101.002","101.027","100","104.26","118.38","123.9",
"전국","스낵과자","소비자물가지수[2020=100]","2020=100","113.84","114.1","114.13","114.25","114.49","114.52","","","","","","18.356","20.131","20.384","20.403","20.414","20.414","20.414","20.377","20.347","20.347","20.589","21.344","21.331","21.291","21.225","22.681","29.947","34.301","39.438","38.74","39.051","47.69","47.816","47.836","48.78","54.341","54.731","59.902","70.578","74.87","73.448","78.658","83.127","86.097","91.589","92.114","91.45","94.874","96.02","99.348","100","101.81","108.48","115.8",
"전국","파이","소비자물가지수[2020=100]","2020=100","113.54","113.46","113.75","113.6","113.71","112.29","","","","","","","","","","","28.072","28.075","28.075","28.075","30.348","31.25","32.703","33.188","34.642","35.04","37.58","46.403","47.903","52.469","51.739","50.345","49.296","55.581","57.461","57.108","57.046","58.372","65.44","77.5","80.827","81.005","81.221","83.908","95.138","109.704","111.888","99.511","97.149","98.329","98.912","100","98.57","102.67","111.78",
"전국","설탕","소비자물가지수[2020=100]","2020=100","145.53","144.56","146.72","146.7","145.75","146.93","26.431","26.145","24.281","23.265","23.318","40.546","55.43","49.64","45.662","42.445","37.681","36.984","35.325","34.306","31.389","35.758","35.305","35.002","37.637","38.093","41.215","42.878","47.418","74.339","62.511","51.566","55.455","55.898","54.368","54.287","54.652","64.412","64.953","65.3","76.485","80.821","99.14","102.615","99.292","98.921","98.533","97.999","98.344","98.902","99.683","100","101.85","114.45","130.63",
"전국","잼","소비자물가지수[2020=100]","2020=100","153.23","152.14","152.82","154.29","152.41","155.59","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","78.06","83.492","88.442","92.983","92.443","93.189","93.534","96.342","97.815","97.424","100","108.96","124.28","151.55",
"전국","물엿","소비자물가지수[2020=100]","2020=100","138.49","138.98","140.74","130.57","139.05","140.05","","","","","","","","","","","","","","","","","","","","","33.795","37.164","39.219","49.343","47.6","44.625","43.792","45.377","45.343","47.905","49.305","49.666","52.973","65.071","72.958","73.484","86.03","95.213","97.997","100.326","99.185","99.407","100.698","98.645","99.343","100","104.9","124.34","139.51",
"전국","소금","소비자물가지수[2020=100]","2020=100","174.75","174.73","176.55","176.84","175.98","174.92","3.053","4.002","4.281","4.565","5.541","9.333","14.907","13.595","12.018","13.981","14.912","17.486","19.45","19.957","17.169","20.062","24.154","26.137","29.572","32.132","32.509","32.913","35.716","41.739","43.62","42.841","42.741","42.683","43.165","50.069","50.689","50.82","51.052","53.776","58.958","59.851","76.971","95.782","95.343","96.03","97.579","97.557","97.559","97.174","97.841","100","113.65","139.14","157.25",
"전국","간장","소비자물가지수[2020=100]","2020=100","122.37","128.56","127.51","127.88","128.22","127.72","4.024","4.424","4.413","4.347","5.147","7.01","8.049","9.228","9.371","9.414","9.857","10.11","10.219","10.253","11.033","11.249","11.736","13.32","14.681","15.767","17.236","18.339","22.048","28.041","28.269","27.739","33.502","33.736","37.628","41.174","41.658","41.605","47.014","58.595","62.493","64.412","74.035","83.96","89.128","90.977","90.906","91.474","96.288","98.511","99.255","100","100.93","114.35","118.63",
"전국","된장","소비자물가지수[2020=100]","2020=100","123.46","122.55","123.97","120.94","127.46","126.68","7.191","7.863","9.723","10.461","10.944","12.084","14.858","17.589","17.633","17.627","18.12","21.128","21.501","21.585","21.31","21.593","24.231","26.431","27.566","29.65","34.638","42.054","44.067","47.45","43.807","43.601","46.187","46.655","51.462","57.173","59.189","59.376","61.112","71.616","81.359","82.913","91.701","97.498","102.472","103.988","104.87","105.82","103.291","105.061","104.768","100","104.16","114.66","124.79",
"전국","양념소스","소비자물가지수[2020=100]","2020=100","112.4","115.35","119.12","116.68","123.7","124.05","","","","","","","","","","","","","","","","","","","","","","","","","","51.107","51.218","58.821","60.972","64.724","66.603","70.6","69.767","73.248","85.167","85.96","93.102","100.494","99.05","103.207","102.857","102.525","100.816","100.444","99.557","100","100.87","105.25","113.76",
"전국","고추장","소비자물가지수[2020=100]","2020=100","115.61","119.72","117.12","117.23","121.68","121.45","12.214","13.213","13.392","13.991","14.001","13.924","14.082","14.364","14.851","14.379","13.914","15.434","15.68","16.912","17.341","17.806","18.951","20.578","23.27","26.013","29.231","33.413","36.032","38.555","36.852","37.119","39.483","39.69","44.142","48.126","48.797","48.87","52.851","57.136","62.389","66.81","80.783","93.756","98.169","100.335","101.073","100.716","101.415","102.277","107.91","100","98.5","106.75","121.62",
"전국","카레","소비자물가지수[2020=100]","2020=100","126.15","130.6","129.41","131.21","131.12","130.92","","","","","","16.883","19.098","19.966","19.849","20.062","21.464","22.336","22.439","22.478","23.853","26.098","27.295","28.637","29.998","31.202","32.859","35.439","38.644","46.108","46.815","46.592","46.514","49.526","51.549","51.685","52.74","53.1","58.204","64.741","73.963","81.611","93.057","98.465","97.787","96.796","95.052","97.289","98.137","101.009","100.889","100","101.24","112.84","124.09",
"전국","식초","소비자물가지수[2020=100]","2020=100","131.63","135.21","135.92","136.87","134.45","135.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.284","85.299","89.405","92.642","97.035","100","106.26","119.48","130.56",
"전국","드레싱","소비자물가지수[2020=100]","2020=100","152.31","152.35","150.58","151.75","151.22","151.04","","","","","","30.294","31.015","38.874","39.798","40.299","40.257","40.388","40.495","40.419","40.885","40.651","40.744","40.836","40.815","40.478","41.399","46.177","46.121","57.26","55.995","50.29","49.125","48.823","52.016","58.352","60.486","61.59","66.075","75.288","82.329","82.012","93.288","94.745","95.368","96.301","94.959","96.758","98.451","99.358","99.582","100","107.94","118.46","149.01",
"전국","혼합조미료","소비자물가지수[2020=100]","2020=100","128.71","125.81","129.27","127.41","126.58","128.48","","","","","","","","","","","19.81","19.857","20.048","20.038","21.434","21.569","21.694","21.855","22.039","22.312","22.541","22.629","24.45","32.207","32.674","32.829","34.326","35.423","36.192","37.735","38.591","40.302","41.312","44.567","53.614","55.513","57.164","62.702","66.919","70.823","82.521","84.419","88.421","91.106","96.967","100","100.11","110.6","123.71",
"전국","스프","소비자물가지수[2020=100]","2020=100","130.62","130.6","130.65","130.79","130.76","130.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.674","82.738","84.543","84.813","84.96","80.412","86.835","93.413","98.703","99.711","100","100.94","109.12","122.99",
"전국","이유식","소비자물가지수[2020=100]","2020=100","100","100","111.12","111.12","111.12","111.12","","","","","","16.344","17.3","18.371","18.417","18.864","18.756","18.625","18.545","18.471","19.302","20.323","20.322","20.783","28.292","34.085","34.124","36.789","36.69","44.905","45.322","61.319","59.521","68.702","79.305","79.049","79.047","78.961","78.757","87.24","92.95","94.012","94.255","94.499","95.457","95.928","98.969","97.386","98.899","91.736","97.821","100","100","100.15","100",
"전국","김치","소비자물가지수[2020=100]","2020=100","119.79","118.68","115.68","122.49","127.09","131.79","","","","","","","","","","","","","","","","16.857","18.607","21.058","24.648","28.314","29.204","29.803","32.548","35.255","35.54","37.995","40.932","44.082","46.666","53.497","58.953","60.373","60.383","60.461","63.011","68.134","72.302","80.655","85.048","84.349","83.898","90.56","93.213","91.515","91.815","100","102.02","116.37","119.87",
"전국","밑반찬","소비자물가지수[2020=100]","2020=100","111.99","112.37","112.61","112.96","113.19","113.08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.793","74.054","80.758","82.526","85.482","87.412","89.272","91.443","94.937","97.907","100","101.03","104.17","108.81",
"전국","냉동식품","소비자물가지수[2020=100]","2020=100","113.14","111.9","114.97","114.53","115.08","114.85","","","","","","","","","","","","","","","","32.819","32.863","33.089","32.682","32.392","35.167","37.84","37.82","49.05","49.009","50.317","51.403","53.114","57.597","59.673","66.479","69.543","72.324","78.119","82.368","82.767","88.94","93.143","93.76","94.352","99.156","98.978","95.543","96.874","99.244","100","101.26","108.03","111.94",
"전국","즉석식품","소비자물가지수[2020=100]","2020=100","119.55","119.5","120.85","120.5","121.04","121.15","","","","","","","","","","","","","","","","","","","","","","","","","","60.113","61.225","61.43","64.781","68.287","67.001","67.246","67.313","67.112","66.632","68.619","79.898","84.52","88.082","87.969","88.702","88.147","89.537","93.26","97.235","100","105.2","115.39","119.42",
"전국","편의점도시락","소비자물가지수[2020=100]","2020=100","113.29","113.29","113.29","113.29","113.29","113.29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.765","100","100.58","102.65","108.01",
"전국","삼각김밥","소비자물가지수[2020=100]","2020=100","110","110.3","110.38","110.38","110.56","110.84","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.887","85.291","85.624","87.924","88.302","88.167","87.627","88.467","92.394","96.684","100","101.8","103.15","106.16",
"전국","커피","소비자물가지수[2020=100]","2020=100","124.24","123.29","124.98","123.6","124.9","124.43","","","","","","73.421","68.481","61.44","55.818","46.055","43.917","64.102","54.246","39.802","33.885","33.575","33.564","33.793","33.677","36.566","43.775","44.917","48.569","72.782","68.652","58.166","58.534","58.486","61.351","62.451","66.209","72.107","76.834","83.88","90.809","93.305","98.56","102.774","103.955","102.978","104.659","105.097","99.259","100.116","100.767","100","100.78","109.62","123.44",
"전국","차","소비자물가지수[2020=100]","2020=100","106.24","123.65","122.62","125.18","124.82","129.87","","","","","","","","","","","37.521","37.977","38.735","39.432","43.296","46.498","47.133","49.823","53.112","55.003","55.31","60.315","66.352","74.141","74.717","77.169","77.13","77.085","78.268","79.246","80.191","80.8","81.428","87.154","89.72","89.942","92.864","97.408","97.564","99.532","101.392","98.74","99.301","97.834","98.266","100","96.53","104.85","119.88",
"전국","주스","소비자물가지수[2020=100]","2020=100","121.21","127.42","128.03","127.95","129.12","129.42","","","","","","","","","","","","","","","","43.082","44.216","47.98","50.972","53.501","54.476","55.72","56.36","61.585","61.948","61.435","61.727","62.29","62.51","65.147","66.288","66.581","71.779","81.082","89.81","93.236","102.297","106.903","107.338","106.137","104.896","103.903","103.108","101.674","101.516","100","102.11","108.69","117.75",
"전국","두유","소비자물가지수[2020=100]","2020=100","122.23","126.1","125.07","125.05","124.65","126.08","","","","","","","","","","","26.202","26.283","26.254","26.205","26.24","26.429","28.409","31.781","33.586","34.475","34.435","35.164","36.926","44.197","45.681","45.781","45.37","45.438","49.337","51.676","57.249","59.615","60.426","69.144","78.884","79.089","79.207","81.652","87.458","88.183","88.292","87.943","90.252","96.194","99.234","100","105.36","111","121.35",
"전국","생수","소비자물가지수[2020=100]","2020=100","112.68","113.11","110.8","113.3","113.21","110.88","","","","","","","","","","","","","","","","","","","","","67.718","73.275","74.189","74.763","74.583","74.938","74.876","74.876","74.682","74.558","74.726","74.832","78.93","79.714","80.605","79.814","85.447","90.775","90.135","90.238","90.766","90.688","90.809","94.57","99.412","100","99.94","101.95","111.5",
"전국","기능성음료","소비자물가지수[2020=100]","2020=100","113.76","113.62","112.27","113.84","114.48","113.27","","","","","","31.54","39.712","38.317","39.912","37.576","37.381","38.612","41.064","40.601","39.259","40.28","44.095","53.445","54.429","54.113","63.153","65.816","61.249","63.711","61.175","59.943","66.82","68.628","70.207","70.486","72.751","73.672","73.666","74.09","83.304","87.135","89.008","89.78","90.296","90.573","96.209","98.663","98.411","98.895","99.303","100","100.94","108.23","113.03",
"전국","탄산음료","소비자물가지수[2020=100]","2020=100","111.29","115.27","114","108.81","114.39","118.37","","","","","","","","","","","25.36","26.147","26.134","25.926","26.047","26.066","27.241","30.681","32.071","34.662","35.726","36.479","38.459","41.947","42.444","39.507","41.064","41.015","43.144","45.429","48.247","49.514","51.246","55.391","60.759","63.388","69.411","74.473","78.843","84.33","90.371","89.952","94.172","94.475","95.432","100","105.22","111.98","115.08",
"전국","기타음료","소비자물가지수[2020=100]","2020=100","120.29","118.38","120.1","122.51","122.31","122.69","","","","","","","","","","","","","","","","","","","","","","","","","","58.822","58.44","58.038","57.636","58.547","59.979","60.584","62.028","65.236","70.543","74.699","78.503","81.174","86.849","89.532","90.634","91.973","92.828","95.289","100.123","100","103.81","110.31","116.44",
"전국","소주","소비자물가지수[2020=100]","2020=100","108.38","108.38","108.39","108.35","108.39","108.4","8.023","8.257","8.841","9.329","13.661","16.48","18.628","18.889","19.052","20.579","21.801","23.641","24.122","24.373","25.579","28.505","31.374","34.614","37.042","39.477","40.085","41.32","42.313","47.226","47.37","57.238","56.799","59.894","63.581","67.878","69.342","69.539","71.995","73.526","78.53","77.98","76.453","76.252","82.194","82.222","83.022","88.332","93.292","94.108","97.525","100","100.58","108.22","111.03",
"전국","과실주","소비자물가지수[2020=100]","2020=100","105.07","104.35","104.37","102.86","104.54","104.3","","","","","","","","","","","","","","","","","","","","","","","","","","96.481","95.131","95.622","95.895","96.16","96.779","98.045","98.037","98.586","97.005","98.505","98.127","97.207","103.016","101.251","101.949","101.144","97.245","99.184","100.048","100","98.26","97.21","99.32",
"전국","맥주","소비자물가지수[2020=100]","2020=100","112.13","112.31","112.25","112.46","112.63","112.69","21.995","23.821","24.675","25.298","26.965","33.829","38.161","40.236","40.36","42.594","42.61","44.555","45.109","45.398","47.575","48.366","50.175","57.051","63.033","64.469","67.851","72.606","75.75","81.732","81.404","78.652","77.106","76.628","80.907","81.012","82.192","79.583","79.042","81.001","83.884","86.046","86.104","87.832","90.798","91.179","91.757","92.454","98.195","98.591","99.758","100","100.17","105.65","108.18",
"전국","막걸리","소비자물가지수[2020=100]","2020=100","122.7","122.77","122.9","122.9","122.9","123.01","19.084","19.37","19.479","19.556","19.244","21.001","27.797","28.884","30.318","30.318","30.324","30.636","31.225","33.05","37.56","44.073","48.998","53.529","56.531","59.232","61.487","67.371","71.876","85.092","86.768","86.253","85.686","85.577","85.42","85.347","85.289","86.683","90.925","91.678","92.446","91.758","92.263","91.589","92.408","92.437","93.099","94.783","97.503","98.982","99.431","100","112.75","120.9","121.99",
"전국","양주","소비자물가지수[2020=100]","2020=100","113.28","120.45","116.01","113.16","116.62","121.27","","","","","","47.119","57.765","63.539","63.24","63.291","63.274","63.291","66.116","69.135","81.262","87.322","84.693","79.953","78.478","70.77","69.101","67.456","68.803","87.879","91.78","81.221","78.159","77.697","77.937","78.481","79.114","80.828","82.219","84.783","86.984","89.639","91.813","92.203","96.59","97.026","99.08","99.09","99.43","100.749","101.235","100","99.61","103.84","108.08",
"전국","약주","소비자물가지수[2020=100]","2020=100","104.95","104.84","104.9","104.65","104.74","104.79","","","","","","","","","","","","","","","","","","","","","","","","","","72.712","71.815","71.718","71.519","73.651","74.857","74.657","75.799","76.511","82.15","84.519","85.583","86.031","90.478","91.749","91.348","90.827","91.158","91.505","95.067","100","100.49","105.36","107.03",
"전국","홍삼","소비자물가지수[2020=100]","2020=100","106.57","106.57","106.57","106.57","106.57","106.57","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.098","88.753","92.266","95.623","100","100","100","100","100","100","100","100","102.12","104.28",
"전국","건강기능식품","소비자물가지수[2020=100]","2020=100","104.02","104.02","104.02","104.02","104.02","104.02","","","","","","","","","","","","","","","","","","","","","","","","","","97.854","97.854","97.854","97.854","97.854","97.854","97.854","97.854","97.854","97.854","97.047","97.047","97.047","101.55","103.801","107.372","107.798","106.132","101.863","100.893","100","98.59","100.22","100.81",
"전국","유산균","소비자물가지수[2020=100]","2020=100","89.4","100.15","98.89","96.47","95.27","97.01","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100","99.26","101.73","99.48",
"전국","내구재","소비자물가지수[2020=100]","2020=100","107.83","107.54","107.07","107.24","107.13","107.51","","","","","","","","","","","94.422","97.209","100.115","99.04","97.562","99.158","100.77","101.265","101.5","103.087","100.736","99.804","97.688","98.637","95.631","92.97","93.179","92.319","91.583","90.87","90.096","88.924","88.083","93.113","98.842","100.988","100.996","99.524","99.398","99.027","98.513","99.406","99.985","99.799","99.764","100","100","103.06","105.96",
"전국","장롱","소비자물가지수[2020=100]","2020=100","120.96","120.96","120.96","120.96","120.96","120.96","","","","","","22.851","25.073","25.343","28.419","29.252","29.17","29.17","31.406","32.045","33.396","34.066","36.933","35.182","36.664","40.317","40.986","43.328","40.935","47.162","43.857","44.57","47.367","49.11","52.691","54.834","58.754","60.394","63.791","66.9","71.86","74.514","80.377","83.11","79.471","80.418","81.724","87.737","89.426","95.427","100.13","100","100.69","107.66","111.46",
"전국","침대","소비자물가지수[2020=100]","2020=100","123.21","123.21","123.28","125.3","125.3","125.3","","","","","","","","","","","","","","","","28.987","32.536","33.06","34.837","39.413","41.88","45.71","46.142","46.788","46.892","46.833","47.934","48.152","52.492","55.63","58.979","60.38","64.331","67.697","70.858","72.81","75.669","77.636","77.636","78.281","78.604","81.729","84.792","90.441","100","100","106.62","112.78","120.44",
"전국","거실장","소비자물가지수[2020=100]","2020=100","122.26","122.26","122.26","122.26","122.26","122.26","","","","","","","","","","","35.236","35.236","35.328","37.448","39.202","41.866","44.857","47.29","48.966","55.292","55.407","55.42","49.017","48.532","46.468","46.306","48.775","49.586","52.391","55.038","58.479","59.966","63.192","67.091","73.09","74.503","79.445","81.756","81.001","85.078","86.178","88.803","90.642","95.093","98.312","100","103.61","111.16","119.66",
"전국","소파","소비자물가지수[2020=100]","2020=100","125.92","125.92","125.92","127.32","120.46","120.46","","","","","","","","","","","","","","","","36.94","41.718","41.667","42.999","45.291","46.608","52.088","53.909","56.587","49.63","50.341","54.053","57.329","62.582","62.892","65.644","66.464","68.297","72.87","79.697","80.874","83.751","84.795","79.176","75.733","80.016","86.826","92.734","96.556","100.87","100","99.41","110.25","122.21",
"전국","책상","소비자물가지수[2020=100]","2020=100","130.81","130.81","130.81","130.81","111.7","113.17","11.524","11.524","10.92","10.635","13.649","18.129","21.273","23.438","23.603","25.056","28.269","29.001","29.865","31.243","34.462","35.742","37.342","37.364","38.77","41.557","43.154","45.495","46.354","48.459","46.189","45.992","49.334","52.978","54.734","57.267","60.497","61.782","64.263","67.616","71.144","71.144","75.876","77.121","75.51","77.939","81.951","84.711","88.327","96.068","98.256","100","105.31","113.29","126.99",
"전국","의자","소비자물가지수[2020=100]","2020=100","112.57","114.09","112.58","114.1","114.1","114.09","8.935","8.935","9.039","9.212","11.726","19.593","24.193","26.155","27.519","27.92","28.201","28.229","29.241","31.115","37.837","40.087","42.609","42.677","43.457","46.792","48.037","52.449","53.938","61.593","61.733","61.933","66.17","69.54","75.295","75.543","75.704","75.079","74.682","74.638","80.322","85.495","91.65","96.901","102.37","101.136","105.593","105.252","96.675","95.876","98.783","100","102.06","107.7","113.27",
"전국","식탁","소비자물가지수[2020=100]","2020=100","121.9","121.9","122.49","122.49","122.49","122.49","","","","","","","","","","","17.691","17.691","17.746","19.18","23.185","26.473","26.812","27.083","28.27","32.964","33.122","33.165","33.499","38.211","41.16","41.741","44.694","46.634","50.954","51.051","53.358","55.097","57.214","60.683","68.404","70.45","75.446","77.989","76.583","76.808","81.735","86.365","91.497","96.073","98.523","100","101.14","108.08","119.03",
